H2_g,H2O_g,O2_g,H4Si_g,OSi_g,O2Si_g,O2Si_l,mass_O2Si_l,total_pressure,log_fO2_dIW,melt_fraction_H,fugacity_coefficient_H2,fugacity_coefficient_H2O
58531.26629966567,341.88001600296235,7.01406368752531e-08,14315.914286101694,312.45449167527323,0.020390320977750287,1.0,7.956711655390895e+24,73501.53548383672,-6.0,0.0,1.0000000000000009,1.0000000000000009
57891.30061528859,343.6716521964783,7.245342526581702e-08,13557.53225002991,307.4271109682005,0.020390320977750297,1.0,7.974169717967559e+24,72099.9520188766,-5.959798994974874,0.0,1.000000000000004,1.000000000000004
57229.42877902056,345.31697811134256,7.485057740565048e-08,12824.97779324317,302.46424792063,0.020390320977750287,1.0,7.991589381621199e+24,70702.20818869153,-5.919597989949748,0.0,1.0000000000000018,1.0000000000000018
56546.60612444727,346.81981588613615,7.733798137803314e-08,12118.063121680992,297.56045120983333,0.02039032097775036,1.0,8.008961432610173e+24,69309.06990362256,-5.8793969849246235,0.0,0.9999999999999993,0.9999999999999993
55843.843256382126,348.1848249027742,7.992215638732126e-08,11436.584948643569,292.7103157198834,0.020390320977750277,1.0,8.026276164693962e+24,67921.34373604925,-5.839195979899498,0.0,1.0000000000000024,1.0000000000000024
55122.20868363605,349.4175590475603,8.261032730612297e-08,10780.32449042127,287.9084777328783,0.020390320977750277,1.0,8.043523345958229e+24,66539.87960124135,-5.798994974874372,0.0,1.0000000000000018,1.0000000000000018
54382.83154806657,350.5245279345712,8.541050849185533e-08,10149.04736710471,283.149612083926,0.020390320977750297,1.0,8.060692185228452e+24,65165.573445596165,-5.758793969849246,0.0,1.0000000000000027,1.0000000000000027
53626.90446613207,351.5132626450304,8.833159807512508e-08,9542.503416550404,278.4284315178261,0.020390320977750214,1.0,8.07777129852512e+24,63799.369967254635,-5.71859296482412,0.0,1.0000000000000022,1.0000000000000022
52855.68632020519,352.39238505983104,9.138348388225695e-08,8960.426386767684,273.73968881298987,0.020390320977750277,1.0,8.094748677249436e+24,62442.265171258055,-5.678391959798995,0.0,1.0000000000000013,1.0000000000000013
52070.50495632616,353.17168080759694,9.4577162378076e-08,8402.533514255434,269.0781820828283,0.020390320977750204,1.0,8.111611658874414e+24,61095.30872388757,-5.63819095477387,0.0,1.000000000000001,1.000000000000001
51272.759649565975,353.8621750333519,9.792487205134252e-08,7868.524977836945,264.43876383986645,0.020390320977750235,1.0,8.128346901691318e+24,59759.60595669505,-5.597989949748744,0.0,1.0000000000000024,1.0000000000000024
50463.92335685096,354.4762116455659,1.0144024300667856e-07,7358.083257507219,259.8163541277083,0.020390320977750287,1.0,8.144940364502351e+24,58436.319570553875,-5.557788944723618,0.0,1.0000000000000018,1.0000000000000018
49645.54429979326,355.02753230008904,1.0513846405521065e-07,6870.872336996581,255.20595885376503,0.020390320977750235,1.0,8.161377294527382e+24,57126.670518369814,-5.517587939698492,0.0,1.0000000000000029,1.0000000000000029
48819.247049857666,355.5313570803293,1.0903646950537173e-07,6406.536830796703,250.60269331080565,0.020390320977750225,1.0,8.177642224294805e+24,55831.938321475514,-5.477386934673367,0.0,1.0000000000000033,1.0000000000000033
47986.73267846192,356.0044632045442,1.1315314720591401e-07,5964.700998320607,246.0018118678513,0.020390320977750256,1.0,8.193718980922135e+24,54553.46034228906,-5.437185929648241,0.0,1.000000000000001,1.000000000000001
47149.77782317725,356.46526059832996,1.1750956983093507e-07,5544.967681236326,241.3987441957872,0.02039032097775033,1.0,8.209590710267592e+24,53292.62989964618,-5.396984924623116,0.0,0.9999999999999994,0.9999999999999994
46310.232404927476,356.93386196257467,1.2212925131004972e-07,5146.917187535215,236.78913843211146,0.020390320977750235,1.0,8.225239918976304e+24,52050.89298330048,-5.35678391959799,0.0,1.0000000000000016,1.0000000000000016
45470.015729926556,357.432144760352,1.2703843033032623e-07,4770.1061576963975,232.1689114715106,0.020390320977750287,1.0,8.240648537494552e+24,50829.74333430283,-5.316582914572864,0.0,1.0000000000000022,1.0000000000000022
44631.11070821047,357.9838022905154,1.3226638282917658e-07,4414.066458521312,227.5343062899649,0.020390320977750287,1.0,8.255798007057928e+24,49630.71566576551,-5.276381909547739,0.0,1.000000000000002,1.000000000000002
43795.55593507275,358.6143808696923,1.3784576538545192e-07,4078.3041611137255,222.88195584031394,0.020390320977750287,1.0,8.270669393373029e+24,48455.3768233553,-5.236180904522613,0.0,1.0000000000000016,1.0000000000000016
42965.43541745409,359.3513001637566,1.4381299141935303e-07,3762.298670404814,218.2089525939162,0.020390320977750225,1.0,8.285243529158731e+24,47305.31473108137,-5.1959798994974875,0.0,1.0000000000000007,1.0000000000000007
42142.86578866768,360.2238539520012,1.5020864215925918e-07,3465.5020835968066,213.51292225477422,0.020390320977750204,1.0,8.299501186832314e+24,46182.12503894246,-5.155778894472362,0.0,1.0000000000000016,1.0000000000000016
41329.980944922274,361.2631891264791,1.570779144631994e-07,3187.3388627044874,208.79209956087357,0.020390320977750287,1.0,8.313423281391249e+24,45087.39548679217,-5.115577889447236,0.0,0.9999999999999996,0.9999999999999996
40528.914157360676,362.50226156675,1.6447110783628135e-07,2927.205910712246,204.04540345460927,0.020390320977750287,1.0,8.326991102171962e+24,44022.688123579734,-5.075376884422111,0.0,1.0000000000000027,1.0000000000000027
39741.77785666156,363.9757687557154,1.7244415350115269e-07,2684.47313805522,199.2725082542492,0.02039032097775035,1.0,8.340186568347813e+24,42989.51966222016,-5.035175879396985,0.0,1.0000000000000004,1.0000000000000004
38970.64147607,365.7200603066892,1.8105918869714697e-07,2458.484607372136,194.4739071723931,0.02039032097775035,1.0,8.352992515322241e+24,41989.34044142326,-4.994974874371859,0.0,0.9999999999999998,0.9999999999999998
38217.50786770433,367.77302988298055,1.9038518125335855e-07,2248.5603069362755,189.65096366602017,0.02039032097775033,1.0,8.36539295406286e+24,41023.51255870096,-4.954773869346734,0.0,1.000000000000004,1.000000000000004
37484.289055138994,370.17399308396904,2.0049860934910615e-07,2053.9986137432984,184.80594690156653,0.02039032097775034,1.0,8.377373398498333e+24,40093.2879993893,-4.914572864321608,0.0,1.0000000000000002,1.0000000000000002
36772.78215624657,372.96355865395435,2.1148420442648423e-07,1874.0794415732732,179.94204705240176,0.020390320977750214,1.0,8.388921124840589e+24,39199.78759405865,-4.874371859296483,0.0,0.9999999999999998,0.9999999999999998
36084.64646206918,376.1835015332946,2.2343576620187237e-07,1708.0680544687505,175.06336738004262,0.02039032097775035,1.0,8.400025436113931e+24,38343.98177599568,-4.834170854271357,0.0,1.0000000000000013,1.0000000000000013
35421.38267268269,379.8766478419865,2.3645706136656078e-07,1555.2194755784878,170.17489084822378,0.02039032097775033,1.0,8.41067788753288e+24,37526.67407750882,-4.793969849246231,0.0,1.0000000000000024,1.0000000000000024
34784.31531236763,384.0867822637941,2.506628187155945e-07,1414.7833945571185,165.28242083720758,0.020390320977750214,1.0,8.420872466099679e+24,36748.48830059739,-4.7537688442211055,0.0,1.0000000000000036,1.0000000000000036
34174.578939911014,388.8585898166207,2.6617984185054525e-07,1286.0093806577383,160.39249507688402,0.020390320977750318,1.0,8.43060571804386e+24,36009.85979604941,-4.71356783919598,0.0,1.0000000000000018,1.0000000000000018
33593.109258439246,394.23763976957133,2.831482494920353e-07,1168.152326584559,155.5122783820815,0.02039032097775034,1.0,8.43987680511654e+24,35311.03189377959,-4.673366834170855,0.0,1.0000000000000024,1.0000000000000024
33040.63901783232,400.2704228758662,3.0172287514107744e-07,1060.477828735776,150.6494345612739,0.02039032097775036,1.0,8.448687505362351e+24,34652.05709462793,-4.633165829145729,0.0,1.0000000000000024,1.0000000000000024
32517.69915274222,407.00444686137683,3.2207484376638055e-07,962.2673871939121,145.81198502308462,0.02039032097775034,1.0,8.457042143479221e+24,34032.80336246365,-4.592964824120603,0.0,1.000000000000002,1.000000000000002
32024.624794155665,414.48839581974295,3.4439335727156515e-07,872.823214505812,141.00815872865448,0.020390320977750287,1.0,8.464947461368754e+24,33452.96495387524,-4.552763819095477,0.0,1.0000000000000016,1.0000000000000016
31561.565853947923,422.77235428035965,3.6888771422535966e-07,791.4725301177824,136.24624100066615,0.020390320977750318,1.0,8.472412435199173e+24,32912.0773700366,-4.5125628140703515,0.0,1.0000000000000016,1.0000000000000016
31128.50136381262,431.90809753943137,3.9578960259450184e-07,717.5711982630289,131.53442606890653,0.020390320977750297,1.0,8.479448049172333e+24,32409.53547640075,-4.472361809045227,0.0,1.0000000000000024,1.0000000000000024
30725.25685706027,441.9494458375144,4.253556997139527e-07,650.5066522479893,126.88067966198275,0.020390320977750308,1.0,8.48606703752116e+24,31944.614025554092,-4.4321608040201,0.0,1.0000000000000024,1.0000000000000024
30351.523872777103,452.9526802887421,4.5787062283895605e-07,589.7000655652325,122.29261586412159,0.02039032097775033,1.0,8.492283606930509e+24,31516.489625274047,-4.391959798994975,0.0,1.0000000000000013,1.0000000000000013
30006.880702846087,464.9770177856267,4.936502779002759e-07,534.6077766747213,117.7773915878435,0.020390320977750308,1.0,8.498113151205865e+24,31124.263279708906,-4.351758793969849,0.0,1.0000000000000009,1.0000000000000009
29690.8135576082,478.0851425215066,5.330456611002972e-07,484.7220067983451,113.34162068909009,0.020390320977750235,1.0,8.503571968893346e+24,30766.98271847116,-4.311557788944723,0.0,1.0000000000000013,1.0000000000000013
29402.737432009606,492.3437927328048,5.764471763062944e-07,439.5709360066271,108.99130851693408,0.020390320977750297,1.0,8.508676992891262e+24,30443.6638601634,-4.2713567839195985,0.0,1.0000000000000024,1.0000000000000024
29142.016087859683,507.8244027280197,6.242895413218288e-07,398.718220483921,104.7318065947097,0.020390320977750297,1.0,8.513445539104439e+24,30153.310908611602,-4.231155778894472,0.0,1.0000000000000009,1.0000000000000009
28907.98071352205,524.6038020945455,6.770573682750505e-07,361.7620435039425,100.56778624737693,0.02039032097775034,1.0,8.517895079154134e+24,29894.93473636595,-4.190954773869347,0.0,1.0000000000000022,1.0000000000000022
28699.94696567654,542.7649760321433,7.352915178520878e-07,328.3337952387055,96.50322934920908,0.020390320977750245,1.0,8.522043040243762e+24,29667.569357352862,-4.150753768844221,0.0,1.000000000000001,1.000000000000001
28517.230227305692,562.3978931050027,7.995963447552849e-07,298.0964732189737,92.54143393516537,0.020390320977750287,1.0,8.525906633402074e+24,29470.28641868541,-4.110552763819095,0.0,1.000000000000002,1.000000000000002
28359.15902735796,583.6004087836378,8.706479716864723e-07,270.74288836128164,88.68503227294794,0.020390320977750287,1.0,8.529502710394307e+24,29302.20774796745,-4.07035175879397,0.0,1.0000000000000024,1.0000000000000024
28225.086655488267,606.4792567484579,9.492037571891867e-07,245.9937503791422,84.93601878565724,0.020390320977750256,1.0,8.532847648232427e+24,29162.516072671704,-4.030150753768844,0.0,1.0000000000000018,1.0000000000000018
28114.40107462839,631.1511408356197,1.0361131475304106e-06,223.5956972640381,81.29578563380905,0.020390320977750225,1.0,8.535957257999732e+24,29050.46408971895,-3.9899497487437188,0.0,1.000000000000001,1.000000000000001
28026.533277062197,657.7439452484706,1.1323301441365127e-06,203.31931979454902,77.76516364086137,0.020390320977750308,1.0,8.538846715552845e+24,28965.38209719939,-3.949748743718593,0.0,1.0000000000000013,1.0000000000000013
27960.96425814575,686.3980826023047,1.238927658127933e-06,184.9572224076677,74.344466713225,0.02039032097775033,1.0,8.541530522865058e+24,28906.68442142885,-3.909547738693467,0.0,1.0000000000000013,1.0000000000000013
27917.230804736802,717.2680041275842,1.3571140792419963e-06,168.32215106100554,71.03353805814888,0.020390320977750297,1.0,8.544022460108578e+24,28873.874889661634,-3.869346733668342,0.0,1.0000000000000024,1.0000000000000024
27894.93028029192,750.5238989911073,1.4882524469521411e-06,153.2452103851175,67.8317969241054,0.020390320977750287,1.0,8.546335587986568e+24,28866.551578401482,-3.829145728643216,0.0,1.000000000000001,1.000000000000001
27893.72460834985,786.3536165548894,1.6338826949948076e-06,139.57418450946176,64.73828469899814,0.020390320977750204,1.0,8.548482235560114e+24,28884.41108606806,-3.78894472361809,0.0,1.0000000000000022,1.0000000000000022
27913.34362841283,824.9648497714192,1.7957475335252288e-06,127.1719702707388,61.75170957644985,0.020390320977750256,1.0,8.550474008586268e+24,28927.252550148158,-3.748743718592965,0.0,1.0000000000000022,1.0000000000000022
27953.587996279854,866.5876257996405,1.975822654395183e-06,115.91512650382157,58.87048915385374,0.020390320977750256,1.0,8.552321803863005e+24,28994.981630033966,-3.708542713567839,0.0,1.0000000000000027,1.0000000000000027
28014.331785876457,911.4771583724498,2.1763520926331778e-06,105.69253947892564,56.09279052983038,0.02039032097775034,1.0,8.55403582956581e+24,29087.61466675499,-3.6683417085427137,0.0,1.0000000000000022,1.0000000000000022
28095.52493806945,959.9171270857337,2.399889761944518e-06,96.4042018076354,53.41656762079397,0.02039032097775034,1.0,8.555625630041536e+24,29205.28322730448,-3.628140703517588,0.0,1.0000000000000016,1.0000000000000016
28197.1956832088,1012.223460691475,2.6493484089791866e-06,87.96010030316096,50.83959558490594,0.020390320977750297,1.0,8.557100129157409e+24,29348.239232758664,-3.587939698492462,0.0,1.000000000000001,1.000000000000001
28319.453111768184,1068.7487255532124,2.9280575533980373e-06,80.27920629712614,48.35950203958763,0.020390320977750266,1.0,8.558467601618002e+24,29516.860938907143,-3.5477386934673367,0.0,1.0000000000000027,1.0000000000000027
28462.48989868138,1129.8872177866463,3.239832262758651e-06,73.28856319461963,45.97379572180971,0.020390320977750277,1.0,8.55973578862926e+24,29711.659868945262,-3.507537688442211,0.0,1.0000000000000022,1.0000000000000022
28626.585448078553,1196.0809197409956,3.58905522437789e-06,66.92246224283771,43.6798918390708,0.020390320977750235,1.0,8.560911875673963e+24,29933.289115811487,-3.4673366834170856,0.0,1.0000000000000024,1.0000000000000024
28812.10946939062,1267.8264776464632,3.980775046203681e-06,61.1217007843147,41.47513483324524,0.020390320977750297,1.0,8.562002537281077e+24,30182.553176956397,-3.4271356783919598,0.0,1.000000000000002,1.000000000000002
29019.526149971203,1345.683418489966,4.420824581415537e-06,55.83291535409213,39.35681845654584,0.020390320977750277,1.0,8.563013968338032e+24,30460.419697013607,-3.386934673366834,0.0,0.9999999999999998,0.9999999999999998
29249.399049594274,1430.2838690629153,4.915964066836092e-06,51.007982911503234,37.32220335214927,0.02039032097775035,1.0,8.563951914619053e+24,30768.03350015778,-3.3467336683417086,0.0,1.0000000000000016,1.0000000000000016
29502.396862638623,1522.3441074335951,5.474055208906904e-06,46.6034837589909,35.36853229834182,0.02039032097775034,1.0,8.564821702294193e+24,31106.733381924583,-3.306532663316583,0.0,1.0000000000000004,1.0000000000000004
29779.300213186023,1622.6783630858579,6.104274124928082e-06,42.58022011560024,33.493043273453345,0.020390320977750318,1.0,8.565628266247683e+24,31478.072236086187,-3.2663316582914574,0.0,1.000000000000002,1.000000000000002
30081.009674528545,1732.2153942843622,6.817373416298034e-06,38.90278475688108,31.692980491283116,0.020390320977750297,1.0,8.566376177095985e+24,31883.841231199418,-3.2261306532663316,0.0,1.0000000000000002,1.0000000000000002
30408.55523915796,1852.0185192123572,7.626006844202603e-06,35.539174584838186,29.965603544238242,0.02039032097775034,1.0,8.567069667002727e+24,32326.098934446378,-3.185929648241206,0.0,1.0000000000000024,1.0000000000000024
30763.107510286834,1983.3099742577767,8.545134427508301e-06,32.46044443553329,28.30819477422677,0.020390320977750308,1.0,8.567712654593968e+24,32807.20652262048,-3.1457286432160805,0.0,1.0000000000000013,1.0000000000000013
31145.99101372591,2127.50075149901,9.592531855707473e-06,29.640396726217194,26.71806485062188,0.020390320977750287,1.0,8.568308638318617e+24,33329.87062671527,-3.1055276381909547,0.0,1.0000000000000022,1.0000000000000022
31558.69956157639,2286.2273158779576,1.0789435785722034e-05,27.055303972295057,25.19255743700213,0.020390320977750245,1.0,8.56886134639948e+24,33897.195139974065,-3.0653266331658293,0.0,1.0000000000000002,1.0000000000000002
32002.91557077991,2461.397479332797,1.2161370656206216e-05,24.683658017390385,23.72905058279443,0.02039032097775036,1.0,8.569373519490712e+24,34512.74616119524,-3.0251256281407035,0.0,1.0000000000000018,1.0000000000000018
32480.53165172445,2655.2476371894577,1.3739214921094439e-05,22.505947207676783,22.324958800676875,0.020390320977750214,1.0,8.569848152234004e+24,35180.630598982454,-2.9849246231155777,0.0,1.0000000000000024,1.0000000000000024
32993.67755387354,2870.415484282644,1.5560594683383744e-05,20.504454290641394,20.97773183770293,0.020390320977750308,1.0,8.570287906407035e+24,35905.5956301661,-2.9447236180904524,0.0,1.0000000000000024,1.0000000000000024
33544.75210815745,3110.0329686781233,1.767172423591631e-05,18.663075040065188,19.684852357162015,0.020390320977750204,1.0,8.57069524508485e+24,36693.1534122255,-2.9045226130653266,0.0,1.0000000000000009,1.0000000000000009
34136.46191388415,3377.84663928062,2.012986936365984e-05,16.967154362625546,18.443831523376087,0.020390320977750308,1.0,8.571072448132867e+24,37549.73994950162,-2.8643216080402008,0.0,0.9999999999999998,0.9999999999999998
34771.86838476475,3678.375443941596,2.3006691491478223e-05,15.403337801567135,17.252202229238925,0.020390320977750318,1.0,8.571421626599768e+24,38482.91978206482,-2.8241206030150754,0.0,1.000000000000001,1.000000000000001
35454.44526032813,4017.120569758332,2.6392860254952502e-05,13.95943642844124,16.107509478165777,0.020390320977750308,1.0,8.571744764593653e+24,39501.6531927069,-2.7839195979899496,0.0,1.0000000000000018,1.0000000000000018
36188.149531581555,4400.849003924802,3.0404530191766903e-05,12.624303000759907,15.007296954013047,0.020390320977750308,1.0,8.572043656290524e+24,40616.650556186636,-2.7437185929648242,0.0,1.0000000000000013,1.0000000000000013
36977.50934822307,4837.983569204078,3.519261843179789e-05,11.387717495086338,13.949088649110633,0.020390320977750204,1.0,8.572319976040024e+24,41840.850149084945,-2.7035175879396984,0.0,1.0000000000000024,1.0000000000000024
37827.73346445227,5339.15040282682,4.095640068205927e-05,10.240279533974295,12.930363474827027,0.020390320977750297,1.0,8.572575371754524e+24,43190.07494156527,-2.6633165829145726,0.0,1.000000000000002,1.000000000000002
38744.849624085036,5917.965701625,4.796396109474453e-05,9.173305807762242,11.94851969267956,0.020390320977750204,1.0,8.572811194840097e+24,44683.95758949541,-2.6231155778894473,0.0,1.0000000000000027,1.0000000000000027
39735.87679423262,6592.196257289207,5.658388592863833e-05,8.178728387726967,11.000824592272206,0.020390320977750318,1.0,8.573028856883374e+24,46347.27305140669,-2.5829145728643215,0.0,1.0000000000000024,1.0000000000000024
40809.04235674696,7385.526538025252,6.733614240550084e-05,7.248990471236986,10.084340664471375,0.02039032097775034,1.0,8.573229628427725e+24,48211.92268356504,-2.542713567839196,0.0,1.0000000000000016,1.0000000000000016
41974.04795401263,8330.349426011806,8.097721616999433e-05,6.376932508685763,9.195814530306121,0.020390320977750308,1.0,8.573414699186973e+24,50319.990598361626,-2.5025125628140703,0.0,1.0000000000000004,1.0000000000000004
43242.37728793385,9472.372587582893,9.86498740280906e-05,5.555658505517522,8.331503041452374,0.020390320977750235,1.0,8.573585055011355e+24,52728.65752603456,-2.4623115577889445,0.0,1.0000000000000009,1.0000000000000009
44627.59141608521,10878.64083117208,0.000122163226305849,4.778365401279262,7.486888714283735,0.020390320977750214,1.0,8.57374203540102e+24,55518.51801385706,-2.422110552763819,0.0,1.0000000000000009,1.0000000000000009
46145.395574065195,12652.472987205096,0.0001545582546165563,4.038103966045018,6.656187118659493,0.02039032097775036,1.0,8.573886674541627e+24,58808.58339723422,-2.3819095477386933,0.0,1.0000000000000016,1.0000000000000016
47812.68882015099,14963.737011755667,0.000201368674897095,3.327418120848366,5.831438081123099,0.020390320977750318,1.0,8.574019587715801e+24,62785.60527979828,-2.341708542713568,0.0,1.0000000000000013,1.0000000000000013
49642.55317936045,18117.41234244387,0.0002738307599967001,2.6377822535247613,5.00069663211121,0.02039032097775033,1.0,8.574142260712437e+24,67767.6246648417,-2.301507537688442,0.0,0.9999999999999998,0.9999999999999998
51621.58201415966,22733.43678664578,0.00039871785693650313,1.958889272816378,4.144181632208524,0.020390320977750256,1.0,8.574255571696555e+24,74361.14266074929,-2.2613065326633164,0.0,1.0000000000000013,1.0000000000000013
53592.80037276742,30310.65483020866,0.0006576212679343295,1.2801180041496623,3.226886570529788,0.020390320977750214,1.0,8.574360489833963e+24,83907.98325549299,-2.221105527638191,0.0,1.0000000000000009,1.0000000000000009
54539.99528471199,44843.231707790925,0.0013898301480374064,0.62730885558847,2.2196820020520276,0.02039032097775035,1.0,8.574453313624733e+24,99386.0957635117,-2.180904522613065,0.0,1.0000000000000013,1.0000000000000013
51823.77300656431,66859.06009643181,0.0034218470291795294,0.23004374039206688,1.41462500121621,0.020390320977750277,1.0,8.574508093907373e+24,118684.50158390573,-2.14070351758794,0.0,1.0,1.0
47547.773189386986,84154.79202608144,0.006440142114466798,0.10289111371823541,1.0311548746480634,0.020390320977750204,1.0,8.574527548809028e+24,131703.7260919199,-2.100502512562814,0.0,1.0000000000000009,1.0000000000000009
43709.15632783035,96462.91558498358,0.010013226375252536,0.05592213807343498,0.8269601982508001,0.02039032097775036,1.0,8.5745361285955e+24,140172.9851986976,-2.0603015075376883,0.0,1.0000000000000013,1.0000000000000013
40395.81929807364,105932.86742221571,0.014137959335920502,0.03382977176874999,0.6959503548400701,0.02039032097775034,1.0,8.57454099759545e+24,146329.45102869626,-2.020100502512563,0.0,0.9999999999999992,0.9999999999999992
